 10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200
1 0.120804 0.242405 0.363839 0.485443 0.607130 0.728911 0.850650 0.972831 1.095236 1.216030 1.337180 1.459247 1.581150 1.702579 1.823779 1.947712 2.067479 2.188741 2.310950 2.432855
2 0.120501 0.241724 0.363487 0.485642 0.607452 0.729189 0.850993 0.973924 1.094356 1.215695 1.337604 1.459969 1.581114 1.703362 1.824880 1.945958 2.066946 2.188465 2.309948 2.432965
3 0.122377 0.242347 0.363763 0.485421 0.607604 0.728790 0.850613 0.973284 1.094139 1.215684 1.338055 1.459344 1.581078 1.703001 1.825040 1.947429 2.067516 2.189036 2.312691 2.431414
4 0.120619 0.242269 0.364081 0.485647 0.607186 0.728959 0.850718 0.972834 1.094301 1.212790 1.337743 1.459601 1.581370 1.702259 1.824011 1.946088 2.066821 2.188018 2.311316 2.431748
5 0.120620 0.242005 0.363542 0.485672 0.607659 0.729591 0.850528 0.972581 1.094349 1.216141 1.337651 1.459603 1.580954 1.702204 1.823670 1.946039 2.067753 2.188472 2.311214 2.431905
6 0.120459 0.242163 0.370035 0.486104 0.607237 0.729281 0.851271 0.973039 1.094169 1.215792 1.338441 1.459592 1.581138 1.702423 1.824323 1.946167 2.068118 2.188590 2.310381 2.432156
7 0.120503 0.242112 0.363889 0.486108 0.607290 0.729429 0.851160 0.972021 1.094494 1.215747 1.337566 1.459948 1.580494 1.702825 1.826135 1.946695 2.067587 2.188997 2.311148 2.432857
8 0.120659 0.242265 0.363833 0.485494 0.607221 0.729101 0.850724 0.972736 1.094198 1.216003 1.337550 1.459551 1.581321 1.703050 1.825121 1.946268 2.067047 2.189282 2.312614 2.431906
9 0.121705 0.242152 0.364089 0.485645 0.607390 0.728937 0.850352 0.972339 1.094760 1.215886 1.337431 1.460315 1.580931 1.702951 1.823683 1.945762 2.066996 2.190420 2.309982 2.432571
10 0.120578 0.242022 0.364202 0.485557 0.607998 0.729355 0.850753 0.972279 1.094013 1.216201 1.337853 1.459648 1.581872 1.702634 1.824039 1.946097 2.069339 2.190026 2.310767 2.432197
