 10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200
1 0.000495 0.002197 0.005170 0.009358 0.014747 0.021341 0.029191 0.038773 0.048563 0.060267 0.073315 0.087044 0.101937 0.118393 0.136507 0.155857 0.175111 0.196503 0.219464 0.243688
2 0.000488 0.002187 0.005134 0.009348 0.014763 0.021374 0.029476 0.038406 0.048650 0.060221 0.072774 0.087010 0.102025 0.118666 0.136654 0.154771 0.175021 0.196244 0.219220 0.242583
3 0.000500 0.002209 0.005091 0.009334 0.014736 0.021368 0.029244 0.038317 0.048715 0.060369 0.073067 0.086819 0.102139 0.118338 0.136794 0.155508 0.175319 0.196382 0.219280 0.242558
4 0.000488 0.002201 0.005108 0.009436 0.014754 0.021654 0.029220 0.038323 0.048911 0.060178 0.072780 0.087599 0.102041 0.118866 0.136106 0.154942 0.175493 0.196269 0.218721 0.242732
5 0.000488 0.002170 0.005097 0.009338 0.014738 0.021355 0.029256 0.038291 0.048740 0.060206 0.072858 0.087278 0.102091 0.118290 0.136206 0.154755 0.175847 0.196834 0.219049 0.242553
6 0.000488 0.002173 0.005175 0.009348 0.014769 0.021349 0.029231 0.038314 0.048573 0.060347 0.072948 0.086932 0.102153 0.118446 0.136292 0.155012 0.174998 0.196582 0.218579 0.243259
7 0.000490 0.002173 0.005185 0.009334 0.014728 0.021393 0.029186 0.038607 0.049066 0.060158 0.072798 0.086869 0.102003 0.118561 0.136230 0.155066 0.174806 0.196532 0.219235 0.242838
8 0.000489 0.002215 0.005253 0.009364 0.014748 0.021350 0.029235 0.038262 0.048556 0.060440 0.072771 0.087062 0.101839 0.118837 0.136389 0.155043 0.176055 0.196521 0.219375 0.243625
9 0.000495 0.002189 0.005172 0.009345 0.014992 0.021363 0.029157 0.038293 0.048614 0.060368 0.072912 0.087060 0.102384 0.118926 0.136054 0.155028 0.175019 0.196548 0.219099 0.242443
10 0.000490 0.002185 0.005180 0.009383 0.014748 0.021390 0.029225 0.038262 0.048578 0.060359 0.072798 0.087017 0.102020 0.118641 0.136083 0.155429 0.174970 0.196254 0.219056 0.243455
