10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200
1 0.037107 0.060411 0.083597 0.105590 0.129705 0.152695 0.175483 0.199047 0.222190 0.244854 0.268131 0.291588 0.314382 0.337587 0.360744 0.384506 0.408171 0.431331 0.453699 0.478763
2 0.037631 0.060231 0.083360 0.105526 0.129656 0.152316 0.175267 0.198588 0.221881 0.245332 0.268384 0.291520 0.315946 0.338189 0.360892 0.383869 0.408204 0.431027 0.453874 0.476515
3 0.036770 0.060161 0.083700 0.106193 0.129614 0.152427 0.177080 0.199406 0.223194 0.243177 0.267852 0.291811 0.314193 0.338265 0.360108 0.384454 0.407470 0.431124 0.454744 0.476591
4 0.038203 0.060390 0.083100 0.106544 0.129382 0.152093 0.177241 0.198695 0.222493 0.244721 0.267866 0.290100 0.314231 0.337858 0.361051 0.384063 0.409283 0.430316 0.453352 0.478662
5 0.037132 0.059537 0.082782 0.106175 0.129209 0.151726 0.175530 0.198726 0.222427 0.243975 0.267566 0.291176 0.314050 0.337944 0.361096 0.384872 0.405684 0.429835 0.453140 0.476253
6 0.036695 0.059968 0.082720 0.106049 0.129423 0.153111 0.175484 0.198708 0.222294 0.245089 0.268074 0.290941 0.314747 0.337735 0.360015 0.383778 0.407040 0.426880 0.453408 0.476805
7 0.036876 0.060250 0.082904 0.105832 0.129467 0.152008 0.175464 0.197923 0.221395 0.242699 0.268325 0.291647 0.314605 0.337702 0.360880 0.383506 0.404579 0.431089 0.454610 0.476539
8 0.037043 0.060005 0.082306 0.105428 0.129080 0.152726 0.174206 0.198598 0.222132 0.246221 0.267899 0.291459 0.314965 0.339157 0.359545 0.384349 0.407725 0.430418 0.453519 0.475948
9 0.037566 0.060264 0.082528 0.106572 0.129748 0.152339 0.175901 0.199081 0.221118 0.244127 0.267912 0.291338 0.315215 0.338080 0.360700 0.385561 0.406972 0.430582 0.456550 0.476758
10 0.036653 0.060534 0.082745 0.105676 0.129508 0.152092 0.175769 0.199891 0.222618 0.245046 0.268336 0.290867 0.315293 0.338547 0.361010 0.383528 0.404506 0.429949 0.453411 0.476495
